EmployeeID,hrs,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Name
847,6.6805365908075,Very High,Excellent,,High,Good,29,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,1,Female,2,Healthcare Representative,Married,45370,6.0,Y,18,8,1,5.0,5,1,0,0,Sharon Mclaughlin
848,6.783846497099445,Medium,Outstanding,Low,Low,Bad,33,No,Travel_Rarely,Research & Development,9,Below College,Medical,1,Male,1,Healthcare Representative,Married,76420,2.0,Y,20,8,1,8.0,2,2,2,2,Tim Buckley
849,6.650556671128889,High,Excellent,Medium,Low,Better,30,Yes,Travel_Rarely,Research & Development,1,Bachelor,Other,1,Male,3,Sales Executive,Married,179240,1.0,Y,13,8,2,10.0,2,10,6,7,Gregory Hubbard
850,6.671448014279167,High,Excellent,High,High,Better,38,No,Travel_Frequently,Sales,9,Bachelor,Marketing,1,Male,1,Manufacturing Director,Married,52040,3.0,Y,13,8,1,10.0,2,6,1,2,Larry Clark
851,6.083170459616111,High,Excellent,Very High,Low,Better,35,No,Travel_Rarely,Sales,7,College,Life Sciences,1,Male,1,Sales Executive,Single,22770,1.0,Y,12,8,1,3.0,2,3,1,2,Corey Gonzalez
852,9.023644578313055,High,Excellent,High,Medium,Better,30,No,Travel_Rarely,Research & Development,14,Bachelor,Technical Degree,1,Male,5,Research Director,Married,27950,3.0,Y,13,8,0,9.0,4,4,1,3,Michael Rivera
853,6.377397367246667,Low,Excellent,Low,Low,Better,35,Yes,Travel_Rarely,Research & Development,2,Bachelor,Medical,1,Female,1,Research Scientist,Divorced,25320,1.0,Y,13,8,0,1.0,2,1,0,0,Megan Franklin
854,7.417016956715556,High,Outstanding,High,Very High,Better,53,Yes,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,1,Male,2,Manager,Married,25590,0.0,Y,25,8,0,34.0,2,33,1,9,Andrew Jones
855,6.936626506023889,Medium,Excellent,High,Medium,Better,38,Yes,Travel_Rarely,Research & Development,2,Bachelor,Medical,1,Female,3,Sales Executive,Married,49080,4.0,Y,19,8,1,7.0,3,5,1,4,Melissa Morgan
856,6.626446898705833,High,Excellent,Very High,Low,Good,32,No,Non-Travel,Research & Development,10,Master,Life Sciences,1,Female,5,Research Scientist,Married,23800,4.0,Y,13,8,0,9.0,5,6,1,2,Ashley Hawkins
857,7.124085229808055,High,Excellent,High,Low,Good,48,No,Travel_Rarely,Research & Development,2,Doctor,Life Sciences,1,Male,1,Sales Executive,Married,47650,8.0,Y,12,8,1,10.0,4,8,7,6,Justin Booth
858,5.9883344489066666,High,Excellent,Low,Very High,Bad,34,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1,Male,2,Sales Executive,Single,20440,1.0,Y,11,8,0,1.0,2,1,0,0,Jordan Greene
859,5.616666666666666,Medium,Excellent,High,Very High,Better,55,No,Travel_Rarely,Research & Development,11,Below College,Medical,1,Female,1,Laboratory Technician,Married,26930,1.0,Y,18,8,0,36.0,6,36,2,13,Holly Cain
860,7.008334448906667,High,Excellent,Medium,,Good,34,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Male,2,Research Scientist,Married,65860,9.0,Y,18,8,1,9.0,3,2,2,1,Christopher Sanders
861,6.640334672021389,High,Excellent,Low,Very High,Better,26,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1,Male,1,Research Director,Married,32940,1.0,Y,11,8,0,1.0,6,1,0,0,Brent Krause
862,6.750371485943611,Very High,Outstanding,High,Medium,,38,No,Travel_Rarely,Sales,14,College,Marketing,1,Female,1,Sales Executive,Married,41710,0.0,Y,23,8,0,10.0,4,9,7,7,Angela Abbott
863,6.890616912092778,Medium,Excellent,Medium,Medium,Best,38,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Female,1,Manufacturing Director,Single,27780,2.0,Y,13,8,0,8.0,5,3,1,2,Wendy Taylor
864,7.718063364569167,High,Excellent,Medium,High,Better,36,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,1,Male,1,Research Scientist,Single,23770,6.0,Y,13,8,2,15.0,3,1,0,0,Luis Bradshaw
865,8.515151717982778,Medium,Excellent,Medium,Low,Better,29,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Male,1,Sales Representative,Single,24040,1.0,Y,17,8,0,10.0,3,10,1,5,John Porter
866,7.644056224899445,Very High,Excellent,Low,High,Better,35,No,Travel_Rarely,Sales,12,College,Life Sciences,1,Female,2,Sales Executive,Single,23180,3.0,Y,19,8,0,10.0,4,5,0,4,Katherine Jones
867,6.5035932619363885,High,Excellent,Very High,High,Better,39,No,Travel_Rarely,Sales,2,College,Medical,1,Female,1,Sales Executive,Married,20080,2.0,Y,12,8,0,11.0,3,7,7,6,Megan Gill
868,9.048025435073612,High,Outstanding,Low,Very High,Best,29,No,Travel_Frequently,Research & Development,5,Below College,Medical,1,Female,1,Research Scientist,Divorced,62440,1.0,Y,22,8,0,6.0,3,6,1,3,Lauren Miller
869,6.423173806336389,Low,Excellent,High,High,Better,50,No,Travel_Rarely,Research & Development,4,College,Medical,1,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0,Rhonda Johnson
870,8.698454930834444,High,Excellent,Very High,High,Better,23,No,Travel_Rarely,Research & Development,7,College,Life Sciences,1,Female,3,Manager,Married,105520,2.0,Y,11,8,0,4.0,2,2,2,2,Emily Buck
871,5.852395136099722,High,Excellent,Low,Low,Better,36,No,Travel_Frequently,Sales,21,Bachelor,Life Sciences,1,Male,2,Human Resources,Married,23290,3.0,Y,15,8,0,9.0,2,3,0,2,Chad White
872,6.263409192324723,High,Excellent,Very High,Very High,Better,42,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1,Female,5,Manager,Single,40140,8.0,Y,13,8,1,24.0,3,1,0,1,Erin Huff
873,5.5861122266844445,High,Excellent,Medium,High,Good,35,No,Travel_Rarely,Sales,4,Bachelor,Medical,1,Female,2,Laboratory Technician,Married,74030,1.0,Y,12,8,1,10.0,4,10,6,8,Terri Nelson
874,6.126645470771945,High,Excellent,Very High,High,Good,34,No,Travel_Frequently,Research & Development,25,Below College,Life Sciences,1,Female,1,Manager,Married,22590,1.0,Y,14,8,0,8.0,2,8,7,7,Kim Gilbert
875,6.437628290941389,High,Excellent,Very High,Low,Better,40,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,2,Laboratory Technician,Married,69320,1.0,Y,13,8,0,5.0,5,5,1,2,Jeffrey Carpenter
876,6.850148371262778,Very High,Outstanding,Very High,Medium,Better,43,No,Travel_Rarely,Research & Development,1,Below College,Other,1,Male,1,Manager,Divorced,46780,5.0,Y,25,8,1,8.0,0,6,0,2,Scott Morrow
877,6.387114011601945,Medium,Excellent,High,Very High,Good,35,No,Travel_Rarely,Sales,6,Bachelor,Marketing,1,Female,3,Sales Representative,Married,135820,1.0,Y,17,8,1,1.0,3,1,0,1,Teresa Allen
878,8.011686746987777,High,Excellent,Very High,Low,Bad,46,No,Travel_Rarely,Research & Development,12,Master,Technical Degree,1,Male,1,Laboratory Technician,Single,23320,1.0,Y,11,8,0,27.0,2,26,0,12,George Mccoy
879,8.454171128960278,High,Excellent,High,Medium,Better,28,Yes,Travel_Rarely,Human Resources,1,Bachelor,Medical,1,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,1.0,2,1,0,0,Nicole Miranda
880,9.19811802766611,Medium,Excellent,Medium,High,Good,22,No,Non-Travel,Sales,17,College,Marketing,1,Male,3,Sales Executive,Married,97050,1.0,Y,18,8,2,4.0,3,4,1,3,Wesley Haley
881,5.911448014279166,Medium,Outstanding,Medium,High,Better,50,No,Travel_Frequently,Research & Development,3,Bachelor,Other,1,Male,2,Research Scientist,Married,42940,2.0,Y,20,8,0,32.0,2,30,12,13,Tyler Long
882,8.568799643016389,High,Excellent,Medium,Very High,Better,32,No,Travel_Rarely,Research & Development,3,College,Life Sciences,1,Male,3,Research Scientist,Married,47210,3.0,Y,14,8,1,6.0,3,3,0,2,Matthew Perez
883,6.140572289156389,High,Outstanding,Medium,Very High,Good,44,No,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,1,Male,3,Manager,Divorced,25190,0.0,Y,21,8,2,23.0,2,22,1,10,Austin Lee
884,8.768086791610834,High,Excellent,Medium,Medium,Good,30,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,1,Female,1,Research Director,Married,21210,1.0,Y,13,8,1,6.0,2,6,1,1,Lauren Tucker
885,7.400677153056667,High,Excellent,High,Low,Better,45,No,Travel_Rarely,Sales,29,College,Technical Degree,1,Female,2,Research Scientist,Single,29730,1.0,Y,12,8,0,10.0,2,10,1,4,Katie Willis
886,6.685585676037222,Medium,Excellent,Low,Low,Better,45,No,Non-Travel,Sales,2,Master,Life Sciences,1,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5,Kenneth Adkins
887,10.741521642123889,High,Outstanding,Very High,Low,Better,31,No,Travel_Frequently,Research & Development,7,Bachelor,Medical,1,Male,2,Research Scientist,Single,36170,7.0,Y,21,8,1,10.0,5,5,0,3,Sean Griffin
888,5.857095046853889,High,Excellent,High,High,Better,36,No,Travel_Rarely,Research & Development,18,Below College,Medical,1,Male,2,Manufacturing Director,Married,67250,9.0,Y,17,8,1,7.0,3,3,1,1,Lucas Lawrence
889,7.0027030343594445,Medium,Excellent,High,Very High,Better,34,No,Travel_Frequently,Sales,28,Master,Marketing,1,Male,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,9,7,2,Richard Wheeler
890,6.066220437304723,High,Excellent,High,Low,Good,49,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,3,Healthcare Representative,Married,69490,1.0,Y,14,8,1,10.0,2,9,1,4,Earl Lowery
891,5.9437115127175,High,Excellent,Medium,Low,Better,39,No,Travel_Rarely,Research & Development,6,College,Life Sciences,1,Male,3,Research Scientist,Married,106090,2.0,Y,17,8,1,10.0,2,7,7,7,Kevin Carter
892,7.175620258812778,High,Excellent,Very High,Low,Better,27,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1,Male,4,Research Scientist,Divorced,44470,1.0,Y,13,8,0,7.0,4,7,0,7,James Young
893,7.117379518072222,Medium,Outstanding,Medium,Low,Better,35,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1,Female,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,16,1,10,Kimberly Clark
894,7.4377253458275,High,Excellent,Medium,Low,Good,28,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1,Male,3,Manufacturing Director,Divorced,46010,0.0,Y,15,8,2,6.0,2,5,0,0,David Brown
895,8.195287817938333,High,Excellent,High,Very High,Better,21,No,Travel_Rarely,Research & Development,3,Below College,Life Sciences,1,Female,1,Laboratory Technician,Single,170990,1.0,Y,14,8,1,3.0,2,2,2,2,Melissa Patel
896,5.869949799196666,Medium,Excellent,Medium,Very High,Best,18,Yes,Travel_Frequently,Research & Development,3,Doctor,Medical,1,Male,1,Research Director,Single,24790,1.0,Y,12,8,1,0.0,2,0,0,0,Kyle Silva
897,6.235425033466944,Medium,Excellent,Very High,High,Better,47,No,Travel_Rarely,Research & Development,25,Master,Medical,1,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0,Joseph Guerrero
898,7.008023203926666,High,Excellent,High,High,Better,39,No,Travel_Rarely,Sales,2,Master,Life Sciences,1,Male,1,Laboratory Technician,Divorced,72640,0.0,Y,17,8,0,11.0,5,10,0,7,David Bass
899,5.719341811691111,High,Excellent,Low,High,Better,40,No,Travel_Rarely,Research & Development,22,Below College,Life Sciences,1,Male,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,18,14,12,Kevin Mosley DDS
900,7.672952922802223,High,Excellent,High,High,Better,35,No,Non-Travel,Research & Development,29,Bachelor,Medical,1,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9,Andrea Henderson
901,6.205682730923611,Very High,Excellent,High,High,Good,37,No,Travel_Rarely,Research & Development,29,Master,Technical Degree,1,Male,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,4,0,2,Raymond Perez
902,7.111448014279167,High,Excellent,Low,High,Bad,39,No,Travel_Frequently,Research & Development,2,Bachelor,Technical Degree,1,Female,2,Manager,Single,131940,0.0,Y,11,8,0,10.0,2,9,3,8,Sarah Miller
903,8.972376171351945,Medium,Excellent,Very High,Very High,Better,45,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1,Female,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,10,3,9,Natasha Oneal
904,5.750951584114167,High,Excellent,Very High,High,Best,38,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2,Mrs. Mary Perez
905,7.367965194109722,High,Excellent,Very High,Low,Better,35,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,3,Healthcare Representative,Married,23210,9.0,Y,12,8,1,15.0,0,13,6,0,Sean Mendez
906,8.847598170459445,High,Excellent,Medium,Medium,Bad,37,No,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,1,Female,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,8,7,7,Cynthia Robertson
907,8.006793842034723,Medium,Excellent,High,Very High,Good,40,No,Travel_Rarely,Research & Development,8,Bachelor,Technical Degree,1,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3,Melissa Cortez
908,6.511941097724167,Medium,Excellent,Low,Very High,Better,44,No,Travel_Frequently,Sales,2,College,Marketing,1,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2,Thomas Powell
909,10.140148371262775,High,Excellent,High,Very High,Better,48,No,Travel_Frequently,Sales,10,Master,Marketing,1,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2,Emily Hughes
910,8.338819723337778,Low,Excellent,,Very High,Good,35,Yes,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2,Roberto Cook
911,6.6232719767958335,High,Outstanding,Low,Very High,Better,24,No,Travel_Frequently,Research & Development,15,Bachelor,Life Sciences,1,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3,Evan Anderson
912,6.255660419455555,Low,Excellent,Medium,High,Better,27,No,Travel_Rarely,Sales,10,Master,Life Sciences,1,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2,Christopher Jimenez
913,10.276171352074725,High,Outstanding,Very High,Very High,Good,27,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,1,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2,John Hernandez
914,6.884605087014722,High,Excellent,Low,Low,Bad,40,Yes,Travel_Rarely,Sales,16,Master,Marketing,1,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3,Robert Allen MD
915,7.375247657295834,Medium,Excellent,High,High,Better,29,No,Travel_Rarely,Research & Development,20,Below College,Medical,1,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4,Lindsey Smith
916,5.706191432396111,Medium,Outstanding,Medium,Low,Better,36,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2,Regina Davis
917,6.338490629183333,Medium,Excellent,Very High,High,Better,25,No,Travel_Frequently,Sales,5,Below College,Marketing,1,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7,Michael Roy
918,7.487677376171111,High,Excellent,Very High,Medium,Better,39,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0,Shannon Whitaker
919,7.507018072288889,Medium,Outstanding,Low,Medium,Better,49,No,Travel_Rarely,Sales,4,College,Life Sciences,1,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2,Andrew Parks
920,6.199965417224444,Medium,Excellent,Very High,Low,Better,50,No,Travel_Rarely,Research & Development,2,College,Medical,1,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11,Lance Hood
921,7.211657742079167,High,Excellent,High,High,Better,20,No,Travel_Rarely,Research & Development,18,Master,Medical,1,Female,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,2,2,Debra Chavez
922,5.4816030789825,High,Excellent,Very High,Medium,Better,34,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1,Male,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,11,7,9,David Yates
923,8.260271084337223,High,Excellent,Low,Medium,Better,36,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3,Michelle Black
924,7.698510709504444,High,Excellent,High,High,Better,49,No,Travel_Rarely,Human Resources,6,College,Life Sciences,1,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,Lisa Cuevas
925,6.031327532351389,High,Excellent,Very High,High,Better,36,No,Non-Travel,Research & Development,8,Master,Life Sciences,1,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2,Mark Jordan
926,7.005464078536111,High,Excellent,Very High,Low,Better,36,No,Travel_Rarely,Research & Development,2,College,Medical,1,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4,Cynthia Jefferson
927,7.417846943328611,High,Excellent,Medium,High,Better,54,No,Travel_Rarely,Sales,24,Bachelor,Marketing,1,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7,Gerald Hicks
928,7.774157742079167,High,Excellent,High,High,Better,43,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11,Natalie Howard
929,6.995734047300278,Medium,Excellent,Very High,Very High,Best,35,Yes,Travel_Frequently,Research & Development,17,Master,Medical,1,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7,John Obrien
930,10.446802766621945,High,Excellent,Very High,Very High,Best,38,No,Travel_Frequently,Research & Development,19,College,Life Sciences,1,Male,2,Research Scientist,Married,24510,7.0,Y,12,8,1,19.0,3,13,2,9,Sean Hunt
931,5.845593485051111,Medium,Excellent,Low,Medium,Good,29,No,Travel_Rarely,Research & Development,1,College,Medical,1,Male,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,10,0,9,Jordan Wilkinson
932,6.042535698348889,Medium,Excellent,Very High,Very High,Better,33,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4,Micheal Mitchell
933,7.1828547523425,High,Excellent,Very High,Medium,Good,32,No,Travel_Rarely,Research & Development,5,Master,Technical Degree,1,Male,5,Research Scientist,Divorced,50030,,Y,13,8,0,10.0,5,9,1,6,Vincent Burns
934,9.150129406514722,Medium,Excellent,Low,Very High,Better,31,No,Travel_Rarely,Research & Development,28,Master,Technical Degree,1,Female,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,10,0,2,Tracey Walker
935,7.555908076751389,Medium,Excellent,Very High,Low,Good,49,No,Travel_Rarely,Research & Development,2,Master,Medical,1,Male,1,Laboratory Technician,Divorced,42270,4.0,Y,18,8,0,17.0,3,2,2,2,Larry Estes
936,6.306786033020833,High,Excellent,Very High,Medium,Better,38,No,Travel_Frequently,Sales,29,College,Medical,1,Female,1,Sales Executive,Single,39170,1.0,Y,15,8,3,4.0,2,4,3,3,Andrea Osborn
937,6.104899598393334,Medium,Outstanding,Medium,Medium,Better,47,No,Travel_Rarely,Research & Development,1,Master,Medical,1,Male,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,3,1,2,Ryan Pierce
938,10.607015841142225,Low,Excellent,High,High,Better,49,No,Travel_Rarely,Research & Development,21,Bachelor,Medical,1,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0,Chad Prince
939,7.456047523426944,Very High,Excellent,Very High,High,Better,41,No,Travel_Rarely,Research & Development,24,Master,Life Sciences,1,Female,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,0,2,Sarah Adams MD
940,9.030577867023611,High,Excellent,Very High,Low,Better,20,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2,Brent Patel
941,5.456191432396111,Medium,Excellent,High,Very High,Better,33,No,Non-Travel,Research & Development,18,College,Medical,1,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,Sherry Patterson
942,7.9785742971886116,High,Excellent,Low,High,Good,36,No,Travel_Rarely,Research & Development,2,College,Technical Degree,1,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2,Joseph Hudson
943,7.801307452030278,Medium,Excellent,High,Very High,Better,44,No,Travel_Rarely,Research & Development,9,Bachelor,Technical Degree,1,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2,Kimberly Thompson
944,7.091624274877222,High,Excellent,Very High,High,Better,23,Yes,Travel_Rarely,Human Resources,6,Bachelor,Life Sciences,1,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2,Amanda Navarro
945,7.540649263721389,High,Excellent,Very High,High,Good,38,No,Travel_Rarely,Research & Development,11,College,Life Sciences,1,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0,Samuel Evans
946,9.4063933511825,High,Excellent,Medium,Very High,Better,53,No,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,1,Male,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,4,1,2,Mr. Daniel Koch
